"BillType","BillNumber","CurrentStatus","LDOA","IntroDate","ActualBillNumber","BillParty1","BillParty2","BillParty3","GovernorAction","GovernorDateOfAction","PamphletLaw","ChapterLaw","EffectOnStatutes","EffectiveDate","Codification","FirstPrime","SecondPrime","ThirdPrime","Synopsis","EfDateNote","IdenticalBillNumber","LastSessionFullBillNumber","OldBillNumber","ProposedDate","Abstract","ModDate","FNCertified"
"S  ",939,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S939","R",,,,,,,,,,"Corrado, Kristin M.",,,"Directs Secretary of State to establish election incident reporting and complaint database; requires certain telephone numbers be provided with voter instructions.",,"A1511","S2386 A779","A5453 S3568",12/18/2023 0:00:00,"Election incident reporting and complaint database-Secretary of State establish",1/29/2024 0:00:00,"Y"
"S  ",940,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S940","R","R",,,,,,,,,"Corrado, Kristin M.","Bucco, Anthony M.",,"Establishes ""Parents Bill of Rights Act""; prohibits school district from interfering with fundamental right of parent or guardian to engage in and direct student's education; permits opt-out of school district curriculum.",,"A3339","S2483 A5110","S4234",12/18/2023 0:00:00,"Parents Bill of Rights Act-estab; proh. interfering w parent right to direct ed.",1/25/2024 0:00:00,"N"
"S  ",941,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S941","R","R",,,,,,,,,"Corrado, Kristin M.","Bucco, Anthony M.",,"Requires MVC to provide certain services at each MVC agency location.",,"A571","S2546 A3916",,12/18/2023 0:00:00,"MVC operations-require to provide certain services at each agency location",1/31/2024 0:00:00,"Y"
"S  ",942,"SLP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S942","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires driver to submit to evaluation by drug recognition expert when involved in motor vehicle accident resulting in death.",,,"S2553","S4134",12/18/2023 0:00:00,"Motor veh. accident resulting in death-req evaluation by drug recognition expert",12/18/2023 0:00:00,"N"
"S  ",943,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S943","R",,,,,,,,,,"Corrado, Kristin M.",,,"Permits county clerk to remove voters from vote-by-mail lists under certain circumstances.",,"A3192","S2557 A356","A4626 S4109",12/18/2023 0:00:00,"Vote-by-mail-permit co. clerk remove voters from lists under cert. circumstances",1/29/2024 0:00:00,"Y"
"S  ",944,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S944","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires Secretary of State and county commissioners of registration to perform audit of voter registration records in Statewide Voter Registration System.",,"A3218","S2560 A3701","S4054 A5955",12/18/2023 0:00:00,"Voter registration records-require audit in Statewide Voter Registration System",1/29/2024 0:00:00,"Y"
"S  ",945,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S945","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires school psychologists and school counselors to complete mental health first aid training.",,"A4605  ","S2561 A3700","A4197",12/18/2023 0:00:00,"School psychologists/counselors-req to complete mental health first aid training",1/29/2024 0:00:00,"Y"
"S  ",946,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S946","R",,,,,,,,,,"Corrado, Kristin M.",,,"Authorizes issuance of classic NJ license plates.",,"A2598","S2565 A212","A4980 S3181",12/18/2023 0:00:00,"Classic NJ license plates-authorizes issuance",2/20/2024 0:00:00,"Y"
"S  ",947,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S947","R",,,,,,,,,,"Corrado, Kristin M.",,,"Increases degree of crime for unlawful taking of motor vehicle.",,"A2215","S2663 A3971",,12/18/2023 0:00:00,"Motor vehicle, unlawful taking-increases degree of crime",1/29/2024 0:00:00,"Y"
"S  ",948,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S948","R","R",,,,,,,,,"Corrado, Kristin M.","Bucco, Anthony M.",,"Creates second degree crime for operation of stolen vehicle in manner that creates risk of injury to person or property.",,,"S2664 A3972",,12/18/2023 0:00:00,"Motor vehicle theft-create second degree crime, operation creates risk of injury",1/29/2024 0:00:00,"Y"
"S  ",949,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S949","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires DMVA establish Veterans Outdoor Recovery Task Force.",,"A1295","S2665 A5030","A5110 S3476",12/18/2023 0:00:00,"Veterans Outdoor Recovery Task Force-require DMVA establish",1/17/2024 0:00:00,"N"
"S  ",950,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S950","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires proof of ownership prior to resale of catalytic converter and upgrades theft of catalytic converter to one degree higher than underlying offense.",,,"S2675 A3970",,12/18/2023 0:00:00,"Catalytic converter-requires proof of ownership prior to resale; upgrades theft",1/29/2024 0:00:00,"Y"
"S  ",951,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S951","R","R",,,,,,,,,"Corrado, Kristin M.","Schepisi, Holly T.",,"Prohibits DOH from issuing recommendations or regulations that are more stringent than recommendations or regulations issued by federal government.",,,"S2725",,12/18/2023 0:00:00,"DOH recommendations/regs-prohibits more stringent than federal government",12/18/2023 0:00:00,"N"
"S  ",952,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S952","R","R",,,,,,,,,"Corrado, Kristin M.","Schepisi, Holly T.",,"Requires health insurance coverage for annual mental health screening.",,"A1326","S2790 A1141","S1240 A376",12/18/2023 0:00:00,"Mental health screening, annual-require health insurance coverage",1/30/2024 0:00:00,"Y"
"S  ",953,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S953","R",,,,,,,,,,"Corrado, Kristin M.",,,"Allows gross income tax deduction for up to $1,200 of unreimbursed expenses incurred by eligible educators for purchase of classroom supplies.",,"A124","S2858 A4246",,12/18/2023 0:00:00,"Classroom supply purch.-allow income tax deduction up to $1200, unreimb expenses",1/31/2024 0:00:00,"Y"
"S  ",954,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S954","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires school districts to close schools on days of general and primary elections.",,"A902","S2878 A4419","A5235",12/18/2023 0:00:00,"Election days, general and primary-requires school districts to close schools",1/17/2024 0:00:00,"N"
"S  ",955,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S955","R",,,,,,,,,,"Corrado, Kristin M.",,,"Establishes Military Suicide Prevention Task Force.",,"A1072","S2895 A4227",,12/18/2023 0:00:00,"Military Suicide Prevention Task Force-establishes",1/17/2024 0:00:00,"N"
"S  ",956,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S956","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires MVC to safeguard automatic voter registration process.",,"A3226","S2926 A4287",,12/18/2023 0:00:00,"Voter registration process, automatic-requires MVC to safeguard",1/31/2024 0:00:00,"Y"
"S  ",957,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S957","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires placement of portable FDA-approved anti-choking devices in schools.",,"A1192","S2958 A4311",,12/18/2023 0:00:00,"Anti-choking devices, portable FDA-approved-req placement in schools",1/29/2024 0:00:00,"Y"
"S  ",958,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S958","R","D",,,,,,,,,"Corrado, Kristin M.","Beach, James ",,"Exempts election worker compensation from taxation.",,"A4312","S2992 S3696",,12/18/2023 0:00:00,"Election worker compensation-exempt from taxation",1/31/2024 0:00:00,"Y"
"S  ",959,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S959","R",,,,,,,,,,"Corrado, Kristin M.",,,"Establishes Open Public Records Act Study Commission.",,"A1336","S2993 A1151","A3992 S180",12/18/2023 0:00:00,"Open Public Records Act Study Commission-establishes",1/17/2024 0:00:00,"N"
"S  ",960,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S960","R","D",,,,,,,,,"Corrado, Kristin M.","Diegnan, Patrick J.",,"Requires State to reimburse licensing costs for certain school bus drivers.",,,"S3129 A4903",,12/18/2023 0:00:00,"School bus drivers, certain-requires State to reimburse licensing costs",1/29/2024 0:00:00,"Y"
"S  ",961,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S961","R","D",,,,,,,,,"Corrado, Kristin M.","Moriarty, Paul D.",,"Requires public officer or employee forfeit pension upon conviction of certain crimes; alters factors determining honorable service; opens pension to garnishment upon conviction of certain offenses.",,"A3947  ","S3188 A4641",,12/18/2023 0:00:00,"Pension, public-req public officer or employee to forfeit in certain cases",3/3/2025 0:00:00,"Y"
"S  ",962,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S962","R","R",,,,,,,,,"Corrado, Kristin M.","Testa, Michael L.",,"Prohibits mandatory vaccination against COVID-19 as condition of attending public K-12 schools.",,"A3392","S3267 A4938",,12/18/2023 0:00:00,"Student immunization, K-12 schools-proh. mandatory vaccination against COVID-19",12/18/2023 0:00:00,"N"
"S  ",963,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S963","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires NJT to provide Wi-Fi service on passenger trains.",,"A1357","S3340 A4874",,12/18/2023 0:00:00,"Wi-Fi service on passenger trains-require NJT to provide",1/31/2024 0:00:00,"Y"
"S  ",964,"SEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"S964","R",,,,,,,,,,"Corrado, Kristin M.",,,"Eliminates prohibition on provision of single-use paper and plastic carryout bags by grocery stores for delivery, pick-up or curbside pickup orders.",,,"S3358",,12/18/2023 0:00:00,"Single-use paper/plastic bag-elim prohibition on provision by grocery stores",12/18/2023 0:00:00,"N"
"S  ",965,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S965","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires DOT, NJT, and DHS to study and implement transportation mobility and accessibility improvements for persons with physical disabilities.",,"A314","S3364 A4990",,12/18/2023 0:00:00,"Transportation mobility, person w/physical disab-req DOT/NJT/DHS study/implement",1/30/2024 0:00:00,"Y"
"S  ",966,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S966","R","R",,,,,,,,,"Corrado, Kristin M.","Bucco, Anthony M.",,"Revises definition of domestic violence to include psychological abuse and economic abuse.",,"A3236","S3420 A4900","A4919",12/18/2023 0:00:00,"Domestic violence-revises definition, include psychological & economic abuse",1/30/2024 0:00:00,"Y"
"S  ",967,"SLA",1/9/2024 0:00:00,1/9/2024 0:00:00,"S967","R","D",,,,,,,,,"Corrado, Kristin M.","Turner, Shirley K.",,"Establishes ""Non-College Advancement Act""; makes appropriation.",,,"S3448",,12/18/2023 0:00:00,"Non-College Advancement Act-establishes; makes appropriation",1/30/2024 0:00:00,"Y"
"S  ",968,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S968","R",,,,,,,,,,"Corrado, Kristin M.",,,"Prohibits use of facial recognition technology on consumer except for legitimate safety purpose.",,,"S3499",,12/18/2023 0:00:00,"Facial recognition technology-prohibit use except for legitimate safety purpose",12/18/2023 0:00:00,"N"
"S  ",969,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S969","R","D",,,,,,,,,"Corrado, Kristin M.","Cryan, Joseph P.",,"Streamlines emergency medical technician certification process for certain veterans.",,"A321","S3500 A5185",,12/18/2023 0:00:00,"Emergency medical technician-streamline certification process for cert veterans",1/18/2024 0:00:00,"N"
"S  ",970,"SMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"S970","R","D",,,,,,,,,"Corrado, Kristin M.","Diegnan, Patrick J.",,"Qualifies certain disabled veterans for toll rate exemptions and exemptions from motor vehicle registration fees.",,"A3238","S3505 A5047","A4425 w/c",12/18/2023 0:00:00,"Veterans, disab-qual. for toll rate & motor vehicle registration fee exemptions",1/30/2024 0:00:00,"Y"
"S  ",971,"STR",1/9/2024 0:00:00,1/9/2024 0:00:00,"S971","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires MVC and AAA to contract to allow for provision of certain motor vehicle services at AAA facilities.",,"A3411","S3563",,12/18/2023 0:00:00,"Motor vehicle services, certain-require MVC & AAA to allow at AAA facilities",1/31/2024 0:00:00,"Y"
"S  ",972,"SBA",2/15/2024 0:00:00,1/9/2024 0:00:00,"S972","R","D",,,,,,,,,"Corrado, Kristin M.","Pou, Nellie ",,"Establishes matching grant program in DCA to support community-based nonprofit organizations that provide shelter services during Code Blue alerts.",,"A1241","S3600 A5118",,12/18/2023 0:00:00,"Code Blue Shelter Matching Grant Prog-estab to support community-based nonprofit",6/7/2024 0:00:00,"Y"
"S  ",973,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S973","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires school districts to let nonpublic school students participate in district high school interscholastic athletics.",,"A3834","S3624",,12/18/2023 0:00:00,"Interscholastic athletics-req school district let nonpublic students participate",1/25/2024 0:00:00,"N"
"S  ",974,"SED",1/9/2024 0:00:00,1/9/2024 0:00:00,"S974","R","D",,,,,,,,,"Corrado, Kristin M.","Cryan, Joseph P.",,"Establishes student-athlete mental health specialists in school districts and public institutions of higher education; creates student-athlete mental health registry; makes appropriation.",,"A4264","S3648 A5143",,12/18/2023 0:00:00,"Student-athlete mental health specialist-estab in sch dist & instit of higher ed",5/6/2024 0:00:00,"Y"
"S  ",975,"SLP",1/9/2024 0:00:00,1/9/2024 0:00:00,"S975","R","R",,,,,,,,,"Corrado, Kristin M.","Bucco, Anthony M.",,"Requires Superintendent of State Police to publish cannabis-related fatal motor vehicle crash statistics.",,"A3593  ","S3651 A5348",,12/18/2023 0:00:00,"Fatal motor vehicle crash, cannabis-related-require to publish statistics",12/18/2023 0:00:00,"N"
"S  ",976,"SJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"S976","R","R",,,,,,,,,"Corrado, Kristin M.","Bramnick, Jon M.",,"Prohibits deepfake pornography and imposes criminal and civil penalties for non-consensual disclosure.",,"A1892","S3707 A5333",,12/18/2023 0:00:00,"Deepfake pornography-proh/impose criminal/civil penal, non-consensual disclosure",1/29/2024 0:00:00,"Y"
"S  ",977,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S977","R",,,,,,,,,,"Corrado, Kristin M.",,,"Codifies and revises background check and other requirements for certain individuals working with children.",,,"S3740",,12/18/2023 0:00:00,"Individual working w/ children, certain-codifies and revises background check",12/18/2023 0:00:00,"N"
"S  ",978,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S978","R","D",,,,,,,,,"Corrado, Kristin M.","Johnson, Gordon M.",,"Establishes the New Jersey State Government and Civil Service Student Internship Program; appropriates $750,000.",,,"S3785 A5487",,12/18/2023 0:00:00,"State Government and Civil Service Student Internship Program-establish;$750K",1/30/2024 0:00:00,"Y"
"S  ",979,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S979","R",,,,,,,,,,"Corrado, Kristin M.",,,"Allows candidates for Senate and General Assembly to appear together in same nominating petition.",,"A1360","S3805 A5455",,12/18/2023 0:00:00,"Candidates for Senate & General Assembly-allow to appear together, same petition",1/17/2024 0:00:00,"N"
"S  ",980,"SHH",1/9/2024 0:00:00,1/9/2024 0:00:00,"S980","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires biennial inspection of nursing homes and assisted living facilities.",,"A1342","S3879 A2484","A5431",12/18/2023 0:00:00,"Nursing homes and assisted living facilities-biennial inspection required",1/30/2024 0:00:00,"Y"
"S  ",981,"SEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"S981","R",,,,,,,,,,"Corrado, Kristin M.",,,"Increases cap on grants for farmland stewardship activities to $100,000 per application.",,,"S3927 A5223",,12/18/2023 0:00:00,"Farmland stewardship activities-increase cap on grants per application;$100K",12/18/2023 0:00:00,"N"
"S  ",982,"SCM",1/9/2024 0:00:00,1/9/2024 0:00:00,"S982","R",,,,,,,,,,"Corrado, Kristin M.",,,"Requires health insurance carriers to use federal resource-based relative value scale when determining reimbursement values for evaluation and management billing codes appended by modifier 25.",,,"S4041",,12/18/2023 0:00:00,"Health insurance carriers-concerns evaluation and management billing codes",12/18/2023 0:00:00,"N"
"S  ",983,"SSG",1/9/2024 0:00:00,1/9/2024 0:00:00,"S983","D","R",,,,,,,,,"Greenstein, Linda R.","Amato, Carmen F.",,"Establishes forest firefighter death benefit.",,"A1742","S174 A726","S1371 A3488",12/21/2023 0:00:00,"Forest firefighter death benefits-establish",2/27/2024 0:00:00,"Y"
"S  ",984,"SBA",10/10/2024 0:00:00,1/9/2024 0:00:00,"S984","D","D",,,,,,,,,"Greenstein, Linda R.","Turner, Shirley K.",,"Requires water supplier to notify affected municipalities, school districts, charter schools, and nonpublic schools of violations of drinking water quality standards.",,"A1400","S276 A3326","S640 A1341",12/21/2023 0:00:00,"Drinking water quality standards-supplier notify affected mun & school districts",10/31/2024 0:00:00,"Y"
"S  ",985,"SEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"S985","D","D",,,,,,,,,"Greenstein, Linda R.","Singleton, Troy ",,"Establishes green infrastructure financing program.",,,"S277 A1781","S641 A2576",12/21/2023 0:00:00,"Green infrastructure financing program-establish; make accessible and affordable",1/30/2024 0:00:00,"Y"
"S  ",986,"SEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"S986","D",,,,,,,,,,"Greenstein, Linda R.",,,"Requires water purveyors to conduct, and report to DEP, water loss audits.",,,"S278 A1736","S642 A2200",12/21/2023 0:00:00,"Water loss audits-require water purveyors to conduct and report to DEP",1/29/2024 0:00:00,"Y"
"S  ",987,"SEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"S987","D",,,,,,,,,,"Greenstein, Linda R.",,,"Specifies minimum 20-year planning duration for NJ Statewide Water Supply Plan and adds new requirements for plan.",,,"S279 A1735","S645 A2199",12/21/2023 0:00:00,"Statewide Water Supply Plan-specifies min 20 year planning duration, add new req",1/29/2024 0:00:00,"Y"
"S  ",988,"SBA",12/5/2024 0:00:00,1/9/2024 0:00:00,"S988","D","D",,,,,,,,,"Greenstein, Linda R.","Mukherji, Raj ",,"Requires DOE and DCF to establish online reporting systems for schools and child care centers to report lead testing results.",,"A572","S280 A4128","S651 A1977",12/21/2023 0:00:00,"Lead test results-establish online reporting systems for sch and child care ctrs",1/14/2025 0:00:00,"Y"
