BillType,BillNumber,CurrentStatus,LDOA,IntroDate,ActualBillNumber,BillParty1,BillParty2,BillParty3,GovernorAction,GovernorDateOfAction,PamphletLaw,ChapterLaw,EffectOnStatutes,EffectiveDate,Codification,FirstPrime,SecondPrime,ThirdPrime,Synopsis,EfDateNote,IdenticalBillNumber,LastSessionFullBillNumber,OldBillNumber,ProposedDate,Abstract,ModDate,FNCertified,billuuid
A  ,4279,ACE,2024-05-02,2024-05-02,A4279,D,,,,,,,,,,"Katz, Andrea ",,,Reallocates $5 million in certain FY 2024 appropriations to provide funding for Burlington County - Animal Shelter.,,,,,2024-04-15,"Burlington County-Animal Shelter-provide funding, certain FY2024 approp;$5M",2025-03-04,N,8395c122-4c7c-437e-97a4-2b55260e209e
A  ,4280,2RA,2024-06-03,2024-05-02,A4280 Aca (1R),D,,,,,,,,,,"Calabrese, Clinton ",,,Extends permission to administer blood glucose tests to EMTs.*,,S3278,,,2024-04-15,Glucagon & blood glucose tests-extends permission to administer to EMTs,2024-06-04,N,fa6543f1-260c-4a4f-b9be-889308c7bf10
A  ,4283,ALA,2024-05-06,2024-05-06,A4283,D,,,,,,,,,,"Ramirez, Jessica ",,,"Provides personal liability for owner, executive officer, or executive director of employer for failure to pay for workers' compensation coverage.",,,,,2024-05-02,"Workers' compensation coverage-prov personal liability, employer failure to pay",2025-03-03,N,4008603e-0f84-433b-80a6-daad5fc9c0f8
A  ,4284,2RS,2025-01-30,2024-05-02,A4284 Aca (1R),D,D,D,,,,,,,,"Danielsen, Joe ","Coughlin, Craig J.","Venezia, Michael ",Eliminates fee for special plates for firefighters and members of first aid or rescue squads.,,S3366 (1R),A5904,,2024-05-02,"Special plates, firefighters & first aid or rescue squad members-eliminates fee",2025-01-30,Y,2048df78-0a34-4280-ad30-a1fd2f5db9fc
A  ,4285,AJU,2024-05-06,2024-05-06,A4285,D,D,,,,,,,,,"Quijano, Annette ","Sampson, William B.",,"Expands ""Daniel's Law"" to prohibit disclosure of personal information concerning court administrators and deputy court administrators.",,S3232,,,2024-05-02,Daniel's Law-proh disclosure of personal info concerning court administrators,2025-03-03,N,967768c4-edb1-41ad-8db1-3a9e26da7234
A  ,4286,AHE,2024-05-06,2024-05-06,A4286,R,,,,,,,,,,"Kanitra, Paul",,,"Establishes ""New Jersey COVID-19 Long-Term Health Effects Task Force.""",,S2449,S3532,,2024-05-02,COVID-19 Long-Term Health Effects Task Force-establish,2024-05-07,N,928858be-6f8c-4209-b51d-4bd2c9357757
A  ,4287,AEN,2024-05-06,2024-05-06,A4287,R,D,R,,,,,,,,"DePhillips, Christopher P.","Swain, Lisa ","Barlas, Al ",Makes supplemental appropriation of $12 million to Village of Ridgewood for drinking water infrastructure improvements related to per- and poly-fluoralkyl substance pollution.,,S3331,,,2024-05-02,"Drinking water infra improvements, Village of Ridgewood-suppl approp;$12M",2024-05-21,N,8a2e9e45-5820-4ff7-a25c-c624d3eed4a8
A  ,4288,AEN,2024-05-06,2024-05-06,A4288,R,R,,,,,,,,,"DePhillips, Christopher P.","Barlas, Al ",,Provides exemption from DEP permit fees to municipalities after natural disaster involving flooding.,,S3174,,,2024-05-02,Natural disaster involving flooding-provide exemption from DEP permit fees,2024-09-12,Y,858d7ed3-b4c1-4b25-8766-322ef32b54e8
A  ,4289,AEN,2024-05-06,2024-05-06,A4289,R,,,,,,,,,,"Barlas, Al",,,"Establishes Office of River Maintenance in DEP; repeals P.L.1993, c.376 concerning stream cleaning activities.",,S422,S3021,,2024-05-02,"River Maintenance, Office-estab in DEP, repeal P.L.1993, c.376, stream cleaning",2024-05-16,Y,0dfe38fd-d9ef-49f8-8443-0f5ea2e5b79e
A  ,4290,ASL,2024-05-06,2024-05-06,A4290,R,,,,,,,,,,"Bergen, Brian",,,Eliminates dual governmental pay to members of Legislature for legislative duties.,,,,,2024-05-02,"Legislature, members-eliminates dual governmental pay for legislative duties",2024-05-16,Y,0590890a-c57b-4a80-b1bd-4d3634a0bd0b
A  ,4291,AMV,2024-05-06,2024-05-06,A4291,R,,,,,,,,,,"Matsikoudis, Michele ",,,Expands eligibility for gross income tax credit to family caregivers of certain armed service members with physical disabilities.,,S3256,,,2024-05-02,"Armed svc members w/ physical disab-expand elig, tax credit to family caregivers",2024-05-16,Y,aba0e041-2ed9-4ed2-b214-a4719cc0357f
A  ,4292,AHU,2024-05-06,2024-05-06,A4292,R,,,,,,,,,,"Azzariti Jr., John V.",,,Requires hospitals and nursing homes to provide access to certain interpreter services for deaf and hard of hearing.,,S3143,,,2024-05-02,"Interpreter svcs, certain-req hospitals & nursing homes prov access, deaf",2024-05-16,Y,ace8fb67-0100-4ab5-ad80-1e382f67da48
A  ,4293,AHE,2024-05-06,2024-05-06,A4293,R,,,,,,,,,,"Dunn, Aura K.",,,"Establishes initiatives related to behavioral health care, including increasing reimbursement rates, providing cost-of-living adjustments, establishing grant programs for facility upkeep and provider training, and relaxing clinical supervision requirements.",,S2581,S3918 A5666,,2024-05-02,"Behavioral health care-concerns reimbursement rates, establishing grant programs",2024-05-16,Y,c73a46c1-7605-46a5-97ad-ffe831aa2973
A  ,4294,AED,2024-05-06,2024-05-06,A4294,R,,,,,,,,,,"Sauickie, Alex ",,,Permits school districts to receive loans from State to support operating budget under certain circumstances.,,S3320,,,2024-05-02,"School dists-receive loans from St, support operating budget, cert circumstances",2024-12-09,Y,8c41d719-1e34-4d1e-afe3-09659f26005c
A  ,4295,PA,2025-06-30,2024-05-06,A4295 Aca (1R),D,D,D,,,,,,,,"Stanley, Sterley S.","Karabinchak, Robert J.","Ramirez, Jessica ",Establishes New Jersey-India Commission.,,,,,2024-05-06,New Jersey India Commission-establishes,2025-06-30,N,c7e90166-ac77-4eb5-815c-a0bb8706e017
A  ,4296,2RS,2024-09-19,2024-05-06,A4296,D,D,D,,,,,,,,"Stanley, Sterley S.","Karabinchak, Robert J.","Marenco, Julio ",Establishes exemption from ban on importation of woodchucks under certain circumstances.,,S3239,,,2024-05-02,"Woodchucks, importation-establishes exemption from ban, certain circumstances",2024-09-19,N,53badd10-facd-42bd-b43c-8bc7716f2158
A  ,4297,ACO,2024-05-06,2024-05-06,A4297,D,D,D,,,,,,,,"Danielsen, Joe ","Speight, Shanique ","Sampson, William B.",Requires issuance of raincheck for unavailable good or service advertised by digital coupon.,,S3832,,,2024-05-02,"Digital coupons-requires issuance of raincheck, unavailable goods or service",2025-03-06,N,767207d2-db1b-45de-8e73-001ff2ca154e
A  ,4298,AMV,2024-05-06,2024-05-06,A4298,D,,,,,,,,,,"Danielsen, Joe ",,,"Makes supplemental appropriation of $500,000 to DCA for NJ State Veterans Chamber of Commerce for veteran economic development and outreach and skills development.",,S3264,,,2024-05-02,Veteran economic devel and outreach & skills devel-make suppl approp;$500K,2024-05-20,N,85a96b71-0d8b-4be7-a81a-7f64734b4050
A  ,4299,SUB,2024-09-26,2024-05-06,A4299 Aca (1R),D,D,D,,,,,,,,"Stanley, Sterley S.","Karabinchak, Robert J.","Schnall, Alexander ",Establishes crimes of home invasion burglary and residential burglary.*,,S3006/3204 (SCS),,,2024-05-06,"No Early Release Act offense-creates second degree crime, home invasion burglary",2024-09-30,Y,b9e588c4-62b8-4c50-b35f-2f9fa0929204
A  ,4300,2RA,2024-05-13,2024-05-06,A4300,D,,,,,,,,,,"Greenwald, Louis D.",,,Revises various provisions of the New Jersey Aspire Program.,,S3406,,,2024-05-02,New Jersey Aspire Program-revises various provisions,2024-06-18,Y,404f0ce2-e9e3-434d-9ffe-88a987401e78
A  ,4301,AED,2024-05-10,2024-05-10,A4301,D,D,D,,,,,,,,"Miller, Cody D.","Carter, Linda S.","Venezia, Michael ",Expands Tuition Aid Grant program to include workforce training programs.,,S3229  ,,,2024-05-06,Tuition Aid Grant program-expands to include workforce training programs,2025-03-06,Y,30c8edbc-7f89-49fd-87d1-dee1bc1f5f78
A  ,4302,PA,2025-06-30,2024-05-10,A4302 Aca (1R),D,D,D,,,,,,,,"Simmons, Heather ","Tully, Chris ","Stanley, Sterley S.",Amends current child labor laws to protect minor working as vlogger in certain circumstances.*,,S3183,,,2024-05-06,"Vlogger-requires family member to compensate minor, certain circumstances",2025-06-30,N,d31ec720-1d33-4194-8847-bf80967a14f9
A  ,4303,SUB,2024-06-28,2024-05-10,A4303/4304/4308 Acs (ACS),D,D,D,,,,,,,,"Morales, Carmen Theresa","Lampitt, Pamela R.","Quijano, Annette ",Requires DOE to establish working group on student literacy; mandates universal literacy screenings for kindergarten through grade three students; requires professional development for certain school district employees.*,,S2644/2645/2646 (SCS),,,2024-05-06,Reading deficiencies-requires school districts screen certain students,2024-07-01,Y,84cefdd9-c786-4e7e-8b89-04ce3651e201
A  ,4304,COMB,2024-06-24,2024-05-10,A4304,D,D,,,,,,,,,"Morales, Carmen Theresa","Pintor Marin, Eliana ",,Requires school districts to provide training and coaching to certain teachers on student literacy and reading interventions; requires DOE to establish program for literacy coaches.,,S2646,,,2024-05-06,Student literacy & reading interventions-req sch dist prov training & coaching,2024-06-28,Y,949de94c-703f-49a5-bdfc-264b1be0ad02
A  ,4305,AHE,2024-05-10,2024-05-10,A4305,R,D,R,,,,,,,,"Barlas, Al ","Sampson, William B.","Flynn, Victoria A.",Provides gross income tax deduction for in vitro fertilization treatment expenses.,,,,,2024-05-06,In vitro fertilization-provide gross income tax deduction for treatment expenses,2024-09-12,Y,8d61b337-aeaf-4fc6-a7ec-bbc180af2340
A  ,4306,ASL,2024-05-10,2024-05-10,A4306,R,,,,,,,,,,"Barlas, Al",,,Clarifies timing of adjustments to county district boundaries and municipal ward boundaries following congressional and legislature redistricting.,,,,,2024-05-06,County district & municipal ward boundaries-clarifies timing of adjustments,2024-05-13,N,ffef4950-1e09-490a-9472-adc619bc0e21
A  ,4307,2RA,2024-06-06,2024-05-10,A4307 Aca (1R),D,D,,,,,,,,,"Morales, Carmen Theresa","Miller, Cody D.",,Establishes exemption from State residency requirement for certain public school teachers for two years.,,,,,2024-05-06,"Public school teachers, cert-estab exemption, St residency requirement, two yrs",2025-03-05,N,fa864a1f-fdf3-4e7a-aa42-b40fd1b7598c
A  ,4308,COMB,2024-06-24,2024-05-10,A4308,D,D,D,,,,,,,,"Lampitt, Pamela R.","Morales, Carmen Theresa","Pintor Marin, Eliana ",Requires school districts to implement reading intervention program for students in certain grades as part of implementation of New Jersey Student Learning Standards in English Language Arts.,,S2644,,,2024-05-06,"Reading intervention program-req sch dist implement, students in certain grades",2024-06-28,Y,e54f8cb5-6797-4eef-b9f7-261128077463
A  ,4309,ALA,2024-05-10,2024-05-10,A4309,R,D,,,,,,,,,"Dunn, Aura K.","Reynolds-Jackson, Verlina ",,Establishes additional manner of employer compliance to provide earned sick leave for certain employees subject to collective bargaining agreements.,,S3249 (2R),,,2024-05-06,"Earned sick leave, cert employees-estab addl manner of employer compliance",2025-06-03,N,197131c5-c96d-43ad-9722-7587ba0b1d6c
A  ,4310,AED,2024-05-10,2024-05-10,A4310,D,D,,,,,,,,,"Reynolds-Jackson, Verlina ","Morales, Carmen Theresa",,Establishes Public Education Innovation Fund; provides corporation business tax and gross income tax credits to businesses for making qualified education donations.,,S3141,,,2024-05-06,Public Education Innovation Fund-estab; prov credits for qualified ed donations,2025-03-03,Y,939cca4f-a374-4601-b677-2128bdf90436
A  ,4311,ACF,2024-05-10,2024-05-10,A4311,D,D,,,,,,,,,"Reynolds-Jackson, Verlina ","Hall, Garnet R.",,Requires eligible children from birth to five to receive early intervention services.,,S3140,,,2024-05-06,Early intervention svcs-requires eligible children from birth to five receive,2025-03-03,Y,e9f0141c-7188-48db-8a6c-172ee91e4efe
A  ,4312,ASL,2024-05-10,2024-05-10,A4312,D,D,,,,,,,,,"Reynolds-Jackson, Verlina ","Sampson, William B.",,Exempts election worker compensation from taxation.,,S958,S2992 S3696,,2024-05-06,Election worker compensation-exempt from taxation,2025-03-03,Y,1fe0d8c9-859e-4954-8aab-aadd097efdc2
A  ,4313,SSG,2024-09-30,2024-05-10,A4313,D,D,D,,,,,,,,"Moen, William F.","Sampson, William B.","Freiman, Roy ","Requires Division of Travel and Tourism develop and maintain Internet website on historic sites, districts, and roadside markers.",,S1261,S2276 (1R) A3291,,2024-05-06,Historical roadside markers-require Travel & Tourism develop & maintain website,2024-09-30,N,ca72c134-4d0f-43ed-b433-858f03886cee
A  ,4314,AST,2024-05-10,2024-05-10,A4314,D,,,,,,,,,,"Murphy, Carol A.",,,Expands definition of personal data to include use of reproductive health care services and prohibits collection of reproductive health care prescription drugs from Prescription Monitoring Program.,,,,,2024-05-06,Reproductive health care services & prescription drugs-concerns personal data,2024-05-13,N,0b30631c-7906-4326-83ec-058d95244c5f
A  ,4315,AEN,2024-05-10,2024-05-10,A4315,D,,,,,,,,,,"Murphy, Carol A.",,,Concerns radon testing in certain schools and institutions of higher education.,,S1611,S3139 A4508,,2024-05-06,Radon testing-concerns in certain schools & institutions of higher education,2024-05-16,Y,9032f64f-3084-4a67-aa11-d6de4db7a004
A  ,4316,ARP,2024-05-10,2024-05-10,A4316,D,D,D,,,,,,,,"Murphy, Carol A.","Sampson, William B.","Quijano, Annette ",Allows teaching experience to be considered for out-of-State individuals seeking licensure from New Jersey State Board of Cosmetology and Hairstyling.,,S688,S3579 (1R) A4798 (1R),,2024-05-06,Cosmetology & hairstyling lic-allow teaching experience considered for out-of-st,2024-09-12,N,f8365f9f-a710-47a2-b3ba-776202b30e17
A  ,4317,AMV,2024-05-10,2024-05-10,A4317,D,,,,,,,,,,"Murphy, Carol A.",,,Allows for issuance of two-year temporary courtesy license for nonresident military spouses in certain professions.,,S2521,A4910 S3475 (1R),,2024-05-06,"Courtesy license, temporary-allows for issuance for nonresident military spouses",2024-05-16,Y,4f662b3f-6171-4514-b670-6cb0112d20c8
A  ,4318,AJU,2024-05-10,2024-05-10,A4318,D,,,,,,,,,,"Ramirez, Jessica",,,Establishes 14 years old as minimum age for juvenile delinquency; requires AG to establish working group to advise on implementation.,,S1319,S3911 (1R) A5169 (2R),,2024-05-06,Juvenile delinquency-establishes 14 years old as minimum age,2024-05-16,Y,8e520230-1082-40cd-baa1-33e1b0f6712f
A  ,4319,AHI,2024-05-10,2024-05-10,A4319,D,R,D,,,,,,,,"Bagolie, Rosaura ","Flynn, Victoria A.","Hall, Garnet R.","""Stop Antisemitism on College Campuses Act""; prohibits distribution of State aid to an institution of higher education that authorizes, funds, or supports antisemitic events or organizations or fails to punish acts of antisemitism on campus.",,S3340  ,,,2024-05-10,Stop Antisemitism on College Campuses Act-prohibits distribution of State aid,2024-12-09,N,e3fd3972-b5c2-4797-b7c9-805d4b19e3ad
A  ,4320,ACW,2024-05-10,2024-05-10,A4320,D,,,,,,,,,,"Lopez, Yvonne",,,Establishes NJ Task Force on Coordination Among Nonprofit Social Service Organizations.,,S1815 (1R),A4278,,2024-05-06,Coordination Among Nonprofit Social Service Organizations-establish Task Force,2024-05-13,N,896ab39a-bb5b-4740-a9f6-c42fa4c1d110
A  ,4321,AHU,2024-05-10,2024-05-10,A4321,D,,,,,,,,,,"Reynolds-Jackson, Verlina ",,,Prohibits late penalties from being made against senior citizen tenants in certain senior citizen rental housing in certain circumstances.,,S2400,A1498 (2R) S942 (1R),,2024-05-06,Senior citizen rental housing-prohibits late penalties against tenant,2025-03-03,N,87909a52-697a-4620-95a1-33236f0bf552
A  ,4322,ACF,2024-05-10,2024-05-10,A4322,D,D,,,,,,,,,"Reynolds-Jackson, Verlina","Speight, Shanique",,"Makes FY 2025 supplemental appropriation of $587,450 to DCF for HomeFront NJ - Diaper Access Expansion Pilot Program.",,S3305,,,2024-05-06,HomeFront NJ - Diaper Access Expansion Pilot Program-make suppl approp;$587.450K,2024-05-13,N,f0dae7b1-7a8c-477e-b428-34befec76897
A  ,4323,AED,2024-05-10,2024-05-10,A4323,D,D,,,,,,,,,"Reynolds-Jackson, Verlina ","Schnall, Alexander ",,Revises mileage limit for mandatory school transportation for students.,,,,,2024-05-06,"School transportation, mandatory-revises mileage limit for students",2025-03-03,Y,1b3c147c-b188-430a-b1e4-8bd58d5c47f1
A  ,4324,APS,2024-05-10,2024-05-10,A4324,D,,,,,,,,,,"Reynolds-Jackson, Verlina ",,,Increases from six to 10 the number of motor vehicle penalty points necessary to incur surcharges.,,S1515,S1312,,2024-05-06,Motor vehicle penalty points-increases from 6 to 10 necessary to incur surcharge,2025-05-05,Y,3e3615e5-7452-41bf-a38e-6a5619aeadd7
A  ,4325,AAP,2024-06-03,2024-05-10,A4325,D,,,,,,,,,,"Speight, Shanique ",,,"Permits procurement of medical countermeasures, products, and therapeutics.",,S3561,,,2024-05-06,"Medical countermeasures, products, & therapeutics-permits procurement",2025-03-04,N,1cb30fc1-91a5-4638-8cc8-812678c78e76
A  ,4326,AHI,2024-05-10,2024-05-10,A4326,D,,,,,,,,,,"Quijano, Annette ",,,Revises process for certain medical schools to receive authorization to operate clinical clerkship programs in New Jersey.,,S3207  ,,,2024-05-06,"Medical schools, cert-revises process, operate clinical clerkship programs",2025-03-04,N,c95892be-dcef-4c49-8c54-09a8b7e5bd6a
A  ,4327,2RA,2024-06-17,2024-05-10,A4327 Aca (1R),D,,,,,,,,,,"Reynolds-Jackson, Verlina ",,,"Revises statutory definition of ""elevated blood lead level.""",,S3707,,,2024-05-06,Elevated blood lead level-revises statutory definition,2025-03-04,N,48864d13-39fa-49de-a21e-276ab4457885
A  ,4328,2RS,2025-05-19,2024-05-10,A4328 Aca (1R),D,D,D,,,,,,,,"Conaway, Herb ","Park, Ellen J.","Hall, Garnet R.",Enters New Jersey into Interstate Physician Assistant Licensure Compact.,,S3560,,,2024-05-06,Interstate Physician Assistant Licensure Compact-enters NJ into,2025-05-19,Y,f69b8ad3-488f-49d6-9984-ce6fdd12a2b1
A  ,4329,AHU,2024-05-10,2024-05-10,A4329,D,D,D,,,,,,,,"Speight, Shanique ","Atkins, Reginald W.","Peterpaul, Luanne M.",Requires court to consider certain factors in appointing guardian and to justify guardianship appointment on record.,,S1827,A5131 (1R),,2024-05-06,Guardianship-req court consider cert factors in appointing & justify on record,2025-01-14,N,d718a9e2-f3e4-4247-8151-2a3c0863aa1b
